181,1,0.,64.000000,1.,1. 
94,1,0.,32.000000,1.,1.	
30,1,0.,0.000000,1.,1. 
117,2,0.,64.000000,1.,1. 
149,2,0.,32.000000,1.,1. 
115,2,0.,0.000000,1.,1. 
122,3,0.,64.000000,1.,1. 
123,3,0.,32.000000,1.,1. 
130,3,0.,0.000000,1.,1. 
129,4,0.,64.000000,1.,1. 
118,4,0.,32.000000,1.,1. 
119,4,0.,0.000000,1.,1. 
164,5,0.,64.000000,1.,1. 
152,5,0.,32.000000,1.,1. 
151,5,0.,0.000000,1.,1. 
74,6,0.,64.000000,1.,1. 
61,6,0.,32.000000,1.,1. 
75,6,0.,0.000000,1.,1. 
156,7,0.,64.000000,1.,1. 
111,7,0.,32.000000,1.,1. 
110,7,0.,0.000000,1.,1. 
102,8,0.,64.000000,1.,1. 
177,8,0.,32.000000,1.,1. 
103,8,0.,0.000000,1.,1. 
133,9,0.,64.000000,1.,1. 
136,9,0.,32.000000,1.,1. 
134,9,0.,0.000000,1.,1. 
128,10,0.,64.000000,1.,1. 
120,10,0.,32.000000,1.,1. 
121,10,0.,0.000000,1.,1. 
65,11,0.,64.000000,1.,1. 
64,11,0.,32.000000,1.,1. 
58,11,0.,0.000000,1.,1. 
148,12,0.,64.000000,1.,1. 
72,12,0.,32.000000,1.,1. 
73,12,0.,0.000000,1.,1. 
78,13,0.,64.000000,1.,1. 
79,13,0.,32.000000,1.,1. 
60,13,0.,0.000000,1.,1. 
44,14,0.,64.000000,1.,1. 
43,14,0.,32.000000,1.,1. 
113,14,0.,0.000000,1.,1. 
66,15,0.,64.000000,1.,1. 
69,15,0.,32.000000,1.,1. 
68,15,0.,0.000000,1.,1. 
186,16,0.,0.000000,1.,1. 
127,16,0.,32.000000,1.,1. 
154,16,0.,64.000000,1.,1. 
147,17,0.,64.000000,1.,1. 
70,17,0.,32.000000,1.,1. 
71,17,0.,0.000000,1.,1. 
47,18,0.,64.000000,1.,1. 
139,18,0.,32.000000,1.,1. 
140,18,0.,0.000000,1.,1. 
140,18,0.,0.000000,1.,1. 
143,19,0.,64.000000,1.,1. 
77,19,0.,32.000000,1.,1. 
76,19,0.,0.000000,1.,1. 
159,20,0.,64.000000,1.,1. 
91,20,0.,32.000000,1.,1. 
36,20,0.,0.000000,1.,1. 
179,21,0.,64.000000,1.,1. 
178,21,0.,32.000000,1.,1. 
183,21,0.,0.000000,1.,1. 
41,22,0.,64.000000,1.,1. 
42,22,0.,32.000000,1.,1. 
67,22,0.,0.000000,1.,1. 
137,23,0.,64.000000,1.,1. 
46,23,0.,32.000000,1.,1. 
138,23,0.,0.000000,1.,1. 
131,24,0.,64.000000,1.,1. 
173,24,0.,32.000000,1.,1. 
144,24,0.,0.000000,1.,1. 
189,25,0.,64.000000,1.,1. 
184,25,0.,32.000000,1.,1. 
160,25,0.,0.000000,1.,1. 
172,26,0.,64.000000,1.,1. 
167,26,0.,32.000000,1.,1. 
171,26,0.,0.000000,1.,1. 
146,27,0.,64.000000,1.,1. 
135,27,0.,32.000000,1.,1. 
145,27,0.,0.000000,1.,1. 
185,28,0.,64.000000,1.,1. 
170,28,0.,32.000000,1.,1. 
180,28,0.,0.000000,1.,1. 
187,29,0.,64.000000,1.,1. 
188,29,0.,32.000000,1.,1. 
190,29,0.,0.000000,1.,1. 
169,30,0.,64.000000,1.,1. 
165,30,0.,32.000000,1.,1. 
166,30,0.,0.000000,1.,1. 
155,31,0.,64.000000,1.,1. 
57,31,0.,32.000000,1.,1. 
50,31,0.,0.000000,1.,1. 
153,32,0.,0.000000,1.,1. 
108,32,0.,32.000000,1.,1. 
25,32,0.,64.000000,1.,1. 
51,33,0.,64.000000,1.,1. 
56,33,0.,32.000000,1.,1. 
109,33,0.,0.000000,1.,1. 
107,34,0.,0.000000,1.,1. 
150,34,0.,32.000000,1.,1. 
116,34,0.,64.000000,1.,1. 
126,35,0.,64.000000,1.,1. 
124,35,0.,32.000000,1.,1. 
49,35,0.,0.000000,1.,1. 
174,36,0.,64.000000,1.,1. 
175,36,0.,32.000000,1.,1. 
176,36,0.,0.000000,1.,1. 
48,37,0.,64.000000,1.,1. 
45,37,0.,32.000000,1.,1. 
114,37,0.,0.000000,1.,1. 
98,38,0.,64.000000,1.,1. 
93,38,0.,32.000000,1.,1. 
40,38,0.,0.000000,1.,1. 
92,39,0.,64.000000,1.,1. 
97,39,0.,32.000000,1.,1. 
100,39,0.,0.000000,1.,1. 
